file,trajectory_format,system_messages,user_messages,assistant_messages,tool_messages,other_messages,total_messages,exit_status,api_calls,instance_cost,failed_tool_observations
data\gemini_3_flash_high_reasoning\trajectories\fc006c45-a8de-488f-ad9d-07a36221b8f9.json,docent-transcript-export,1,1,72,71,0,145,,,,0
data\gemini_3_flash_high_reasoning\trajectories\fc9887c5-90f2-499a-a8a6-41b4e90a3036.json,docent-transcript-export,1,1,72,71,0,145,,,,0
data\gemini_3_flash_high_reasoning\trajectories\fd2d2643-c252-49a8-aed5-2fb8b7ada61e.json,docent-transcript-export,1,1,82,81,0,165,,,,0
data\gemini_3_flash_high_reasoning\trajectories\fd917380-3063-453a-91a0-6a3a422e694c.json,docent-transcript-export,1,1,63,62,0,127,,,,0
data\gemini_3_flash_high_reasoning\trajectories\fdbe11fe-714b-46e4-8506-709edb93112c.json,docent-transcript-export,1,1,74,73,0,149,,,,0
data\gemini_3_flash_high_reasoning\trajectories\fef8bfe5-234f-4281-8903-d22f951f0b3f.json,docent-transcript-export,1,1,43,42,0,87,,,,0
data\gemini_3_flash_high_reasoning\trajectories\fefd42dc-3e46-4105-a9f1-183a8a10f711.json,docent-transcript-export,1,1,44,43,0,89,,,,0
data\gpt5_2_codex\trajectories\000ec3e1-1ae2-446b-b161-6c96fbde2cf7.json,docent-transcript-export,1,1,45,44,0,91,,,,0
data\gpt5_2_codex\trajectories\00c56498-6133-4040-b51b-2a2856487862.json,docent-transcript-export,1,1,21,20,0,43,,,,0
data\gpt5_2_codex\trajectories\0143fcee-f896-4e65-ab37-201e9da520f5.json,docent-transcript-export,1,1,27,26,0,55,,,,0
data\gpt5_2_codex\trajectories\01ea0bd1-f7c9-46f4-8d0f-74af68a6bfca.json,docent-transcript-export,1,1,85,84,0,171,,,,0
data\gpt5_2_codex\trajectories\021d1f45-8d67-4ce3-a478-3b7fa9609106.json,docent-transcript-export,1,1,18,17,0,37,,,,0
data\gpt5_2_codex\trajectories\0304e5c8-8914-4cbb-b362-1daa1e85ced5.json,docent-transcript-export,1,1,22,21,0,45,,,,0
data\gpt5_2_codex\trajectories\0335df78-30f7-4997-a2c8-6d623d916d98.json,docent-transcript-export,1,1,31,36,0,69,,,,0
data\gpt5_2_codex\trajectories\03565502-bc20-485d-9bb8-bdecd3557af1.json,docent-transcript-export,1,1,11,20,0,33,,,,0
data\gpt5_2_codex\trajectories\03fc877b-7afd-44b1-acd3-e43692a143f9.json,docent-transcript-export,1,1,19,18,0,39,,,,0
data\gpt5_2_codex\trajectories\0469baab-bc68-4068-a1f8-91378c795c75.json,docent-transcript-export,1,1,38,37,0,77,,,,0
data\gpt5_2_codex\trajectories\058788fa-5bcf-430a-9322-cdf8720552e5.json,docent-transcript-export,1,1,36,42,0,80,,,,0
data\gpt5_2_codex\trajectories\06ef6f40-b1c6-4197-9201-88f613ddf03b.json,docent-transcript-export,1,1,26,25,0,53,,,,0
data\gpt5_2_codex\trajectories\06ffe170-6f27-4288-a180-de2e04011386.json,docent-transcript-export,1,1,63,73,0,138,,,,0
data\gpt5_2_codex\trajectories\07155c63-c385-4f23-bb0b-1d28bbcb13b7.json,docent-transcript-export,1,1,25,24,0,51,,,,0
data\gpt5_2_codex\trajectories\072c2a13-2077-4640-a757-f224af8ea01f.json,docent-transcript-export,1,1,45,44,0,91,,,,0
data\gpt5_2_codex\trajectories\0997946e-0c14-4397-b589-b40d0c9d5f36.json,docent-transcript-export,1,1,33,39,0,74,,,,0
data\gpt5_2_codex\trajectories\09ee7264-38d1-4b18-8456-ecc3dc4ae477.json,docent-transcript-export,1,1,22,21,0,45,,,,0
data\gpt5_2_codex\trajectories\0a478a41-4da3-4033-8e58-3fa69ab0c832.json,docent-transcript-export,1,1,36,35,0,73,,,,0
data\gpt5_2_codex\trajectories\0aa5edbe-adf5-4a14-aa64-879c1a5c4821.json,docent-transcript-export,1,1,27,26,0,55,,,,0
data\gpt5_2_codex\trajectories\0c6aa3dc-fe4a-497f-8a5d-6be8f9cb0c74.json,docent-transcript-export,1,1,12,11,0,25,,,,0
data\gpt5_2_codex\trajectories\0cb33943-07e4-411b-a687-4ea0bf54d73b.json,docent-transcript-export,1,1,20,30,0,52,,,,0
data\gpt5_2_codex\trajectories\0d8909a1-1343-4e40-90bb-f5cb8023bfde.json,docent-transcript-export,1,1,48,47,0,97,,,,0
data\gpt5_2_codex\trajectories\0f131a21-1e21-4784-af5d-18964779d47c.json,docent-transcript-export,1,1,19,22,0,43,,,,0
data\gpt5_2_codex\trajectories\0f79592e-4697-4891-9260-9e5e3a59c4d7.json,docent-transcript-export,1,1,71,70,0,143,,,,0
data\gpt5_2_codex\trajectories\1052979d-22f5-4290-b25d-b48b6587b6aa.json,docent-transcript-export,1,1,40,39,0,81,,,,0
data\gpt5_2_codex\trajectories\10cc91f2-ea7a-4d1e-803a-a9ce52fb87e8.json,docent-transcript-export,1,1,49,48,0,99,,,,0
data\gpt5_2_codex\trajectories\111c07a8-6372-43e8-9ed6-1d5b1918c515.json,docent-transcript-export,1,1,63,62,0,127,,,,0
data\gpt5_2_codex\trajectories\11eb62cc-aafb-48aa-b53a-24f3c04ba908.json,docent-transcript-export,1,1,19,18,0,39,,,,0
data\gpt5_2_codex\trajectories\120640dc-6c8c-4bb7-8b7a-8ad8a8b3d595.json,docent-transcript-export,1,1,16,15,0,33,,,,0
data\gpt5_2_codex\trajectories\12b859b2-4c86-4d8f-939f-94184551990f.json,docent-transcript-export,1,1,17,16,0,35,,,,0
data\gpt5_2_codex\trajectories\1344a3bb-4e70-4a99-9acf-87ecb50651bf.json,docent-transcript-export,1,1,21,20,0,43,,,,0
data\gpt5_2_codex\trajectories\135bce39-2a68-4151-aeea-156173cc84ad.json,docent-transcript-export,1,1,22,21,0,45,,,,0
data\gpt5_2_codex\trajectories\13c8750b-92f0-4e12-a2c3-c1b7e4e6685c.json,docent-transcript-export,1,1,59,58,0,119,,,,0
data\gpt5_2_codex\trajectories\13f8a79e-2162-4898-a090-fd7698b61fb8.json,docent-transcript-export,1,1,19,18,0,39,,,,0
data\gpt5_2_codex\trajectories\148720a4-2f2d-4bfa-8952-74c6374cc7bf.json,docent-transcript-export,1,1,22,21,0,45,,,,0
data\gpt5_2_codex\trajectories\14a5d090-f552-4c56-b039-4b18388c017e.json,docent-transcript-export,1,1,37,40,0,79,,,,0
data\gpt5_2_codex\trajectories\14a8805b-9c51-43dd-b9a6-7b0754684f25.json,docent-transcript-export,1,1,41,40,0,83,,,,0
data\gpt5_2_codex\trajectories\1587a55c-fe60-4450-be22-412a12d2ab36.json,docent-transcript-export,1,1,19,18,0,39,,,,0
data\gpt5_2_codex\trajectories\1608c4cc-f407-4fa9-a6f2-7f25b71c1229.json,docent-transcript-export,1,1,44,43,0,89,,,,0
data\gpt5_2_codex\trajectories\1610fd7c-a7db-4948-8567-6dd07c951fde.json,docent-transcript-export,1,1,26,25,0,53,,,,0
data\gpt5_2_codex\trajectories\17a250d7-67fa-4677-b0d5-43f74277df67.json,docent-transcript-export,1,1,31,30,0,63,,,,0
data\gpt5_2_codex\trajectories\17a66f2d-c7fa-45d6-a34b-5a791c2ccbde.json,docent-transcript-export,1,1,57,56,0,115,,,,0
data\gpt5_2_codex\trajectories\17d4ff0b-b51c-485a-9d6c-6e7b9bae763a.json,docent-transcript-export,1,1,17,16,0,35,,,,0
data\gpt5_2_codex\trajectories\1816f4ae-cc3e-4970-b556-966c8bbc0051.json,docent-transcript-export,1,1,31,30,0,63,,,,0
data\gpt5_2_codex\trajectories\187b43ea-be58-48cb-8d67-94af4b36aeac.json,docent-transcript-export,1,1,11,27,0,40,,,,0
data\gpt5_2_codex\trajectories\18946241-2f32-47af-8156-ddd0cf46f28e.json,docent-transcript-export,1,1,30,29,0,61,,,,0
data\gpt5_2_codex\trajectories\18b1109c-62de-4f91-9b6f-626802d568f3.json,docent-transcript-export,1,1,28,27,0,57,,,,0
data\gpt5_2_codex\trajectories\19d37cce-dce4-4887-9b50-5c6376a01410.json,docent-transcript-export,1,1,68,67,0,137,,,,0
data\gpt5_2_codex\trajectories\19d4cfa6-ce98-4b67-972f-8d0cc968ee7f.json,docent-transcript-export,1,1,41,40,0,83,,,,0
data\gpt5_2_codex\trajectories\1a9babbd-6f9b-4945-8ca8-4aa92cd40641.json,docent-transcript-export,1,1,22,21,0,45,,,,0
data\gpt5_2_codex\trajectories\1b81726e-1eee-4e38-8fd6-872b65afa79e.json,docent-transcript-export,1,1,35,34,0,71,,,,0
data\gpt5_2_codex\trajectories\1b9f1a17-6504-440b-a120-27e5c6cfbd2e.json,docent-transcript-export,1,1,22,21,0,45,,,,0
data\gpt5_2_codex\trajectories\1bb29a6e-0f25-4388-ba49-7acff75acf20.json,docent-transcript-export,1,1,21,20,0,43,,,,0
data\gpt5_2_codex\trajectories\1bce181d-ee34-4e30-9c95-165e7824791b.json,docent-transcript-export,1,1,16,15,0,33,,,,0
data\gpt5_2_codex\trajectories\1bdae4fe-9f83-4ad7-87bd-04040ec404f7.json,docent-transcript-export,1,1,35,48,0,85,,,,0
data\gpt5_2_codex\trajectories\1ca4d881-93a3-4fd7-82f5-de4b287a0892.json,docent-transcript-export,1,1,22,21,0,45,,,,0
data\gpt5_2_codex\trajectories\1cdb2eb8-5cc2-4725-9665-e7b4f07f1791.json,docent-transcript-export,1,1,26,25,0,53,,,,0
data\gpt5_2_codex\trajectories\1ce7e84a-ed91-4959-9e81-c7085bbf6168.json,docent-transcript-export,1,1,43,42,0,87,,,,0
data\gpt5_2_codex\trajectories\1d413700-29e3-4c00-b2a1-53720c3dac3a.json,docent-transcript-export,1,1,37,47,0,86,,,,0
data\gpt5_2_codex\trajectories\1d617f7f-50de-42bf-a30a-f1990fd3e99e.json,docent-transcript-export,1,1,35,34,0,71,,,,0
data\gpt5_2_codex\trajectories\1d822af2-e71a-41eb-9404-0945b150f2a5.json,docent-transcript-export,1,1,34,33,0,69,,,,0
data\gpt5_2_codex\trajectories\1e2a6ce2-8f49-4631-a3f1-de46549f892c.json,docent-transcript-export,1,1,72,71,0,145,,,,0
data\gpt5_2_codex\trajectories\1e36b494-728e-4e04-b004-8bb359f6b566.json,docent-transcript-export,1,1,54,69,0,125,,,,0
data\gpt5_2_codex\trajectories\1e96e0d8-2511-4916-b06c-a69e1a4be429.json,docent-transcript-export,1,1,35,34,0,71,,,,0
data\gpt5_2_codex\trajectories\1ef936a5-1640-49de-a591-b6899f43c44f.json,docent-transcript-export,1,1,38,37,0,77,,,,0
data\gpt5_2_codex\trajectories\1f26a0d4-b3f6-4649-9955-dfdfda4c4b8a.json,docent-transcript-export,1,1,102,101,0,205,,,,0
data\gpt5_2_codex\trajectories\1f56e3b0-eb1f-4115-ba86-826607750956.json,docent-transcript-export,1,1,24,27,0,53,,,,0
data\gpt5_2_codex\trajectories\1f6d7519-5639-4585-be57-daa8063cb6b1.json,docent-transcript-export,1,1,30,29,0,61,,,,0
data\gpt5_2_codex\trajectories\20e98e62-5187-4606-a301-60e23b8845dc.json,docent-transcript-export,1,1,67,66,0,135,,,,0
data\gpt5_2_codex\trajectories\20f4116f-1698-4b5b-bf98-c37670d79cc3.json,docent-transcript-export,1,1,21,20,0,43,,,,0
data\gpt5_2_codex\trajectories\21126947-dba6-4b5a-b101-d0a5bb39f83a.json,docent-transcript-export,1,1,31,30,0,63,,,,0
data\gpt5_2_codex\trajectories\2288d84f-2920-4143-808f-ffcd7e952bb6.json,docent-transcript-export,1,1,35,34,0,71,,,,0
data\gpt5_2_codex\trajectories\2293c94f-1e59-4c25-a7a3-8c012654dcbe.json,docent-transcript-export,1,1,27,26,0,55,,,,0
data\gpt5_2_codex\trajectories\2359205f-989d-45b4-a2bf-d311abc6e6ad.json,docent-transcript-export,1,1,32,31,0,65,,,,0
data\gpt5_2_codex\trajectories\23ce0187-1c79-4e37-8456-113275112c63.json,docent-transcript-export,1,1,22,21,0,45,,,,0
data\gpt5_2_codex\trajectories\24e68b19-e516-4ccb-8b07-7cee7f66d5d7.json,docent-transcript-export,1,1,32,31,0,65,,,,0
data\gpt5_2_codex\trajectories\25549346-6b5d-414c-932b-eb204476a9e3.json,docent-transcript-export,1,1,110,109,0,221,,,,0
data\gpt5_2_codex\trajectories\259b91f4-40f4-416e-ad9f-c8c4c842aaa8.json,docent-transcript-export,1,1,25,35,0,62,,,,0
data\gpt5_2_codex\trajectories\26b6dee5-5f5d-4e10-8495-0054d95eb87a.json,docent-transcript-export,1,1,30,54,0,86,,,,0
data\gpt5_2_codex\trajectories\2705b0c3-a62c-407b-b083-38f5562e69e5.json,docent-transcript-export,1,1,31,30,0,63,,,,0
data\gpt5_2_codex\trajectories\27498d86-75f5-4dcb-bb82-4915226ca69f.json,docent-transcript-export,1,1,64,63,0,129,,,,0
data\gpt5_2_codex\trajectories\27dca6b9-9f02-4749-9f27-a52a35b8d7d4.json,docent-transcript-export,1,1,41,40,0,83,,,,0
data\gpt5_2_codex\trajectories\287392da-a1ae-4603-9138-c189bc13117d.json,docent-transcript-export,1,1,39,38,0,79,,,,0
data\gpt5_2_codex\trajectories\2951d21d-b823-4266-91a7-1c396ca59fb1.json,docent-transcript-export,1,1,31,30,0,63,,,,0
data\gpt5_2_codex\trajectories\29aa6437-9ad5-48c1-a5d7-feed31ff4f43.json,docent-transcript-export,1,1,38,37,0,77,,,,0
data\gpt5_2_codex\trajectories\29ff6b85-f0fb-4794-8eef-9290ae9ff990.json,docent-transcript-export,1,1,22,29,0,53,,,,0
data\gpt5_2_codex\trajectories\2a6a1b32-a269-4bc0-be27-3e9154a444b8.json,docent-transcript-export,1,1,16,15,0,33,,,,0
data\gpt5_2_codex\trajectories\2af3370f-2f76-43b3-9eac-6549a3798a42.json,docent-transcript-export,1,1,25,29,0,56,,,,0
data\gpt5_2_codex\trajectories\2b6c368c-d31b-42fe-a3c8-3e97093f60d6.json,docent-transcript-export,1,1,24,41,0,67,,,,0
data\gpt5_2_codex\trajectories\2cedb548-d0d0-401c-b171-d3d770875914.json,docent-transcript-export,1,1,26,25,0,53,,,,0
data\gpt5_2_codex\trajectories\2f370a81-f7b1-4293-bd78-dc50ad628a3b.json,docent-transcript-export,1,1,17,16,0,35,,,,0
data\gpt5_2_codex\trajectories\2f5a9bca-8d6d-4e52-8fb4-cf7635e3d4ea.json,docent-transcript-export,1,1,18,17,0,37,,,,0
data\gpt5_2_codex\trajectories\3008aade-8c1c-47e0-8df4-bafd85c8940d.json,docent-transcript-export,1,1,20,19,0,41,,,,0
data\gpt5_2_codex\trajectories\30e6bf6c-dacb-4787-95d5-4a53fd573a2e.json,docent-transcript-export,1,1,49,48,0,99,,,,0
data\gpt5_2_codex\trajectories\32820883-a116-4cff-94fd-47ad75424cec.json,docent-transcript-export,1,1,41,40,0,83,,,,0
data\gpt5_2_codex\trajectories\33c24be9-8ad6-4336-b8a5-2ba27359405c.json,docent-transcript-export,1,1,50,49,0,101,,,,0
data\gpt5_2_codex\trajectories\349f34ce-f6a9-48b2-832d-f967a6e3ab66.json,docent-transcript-export,1,1,16,15,0,33,,,,0
data\gpt5_2_codex\trajectories\35391bcd-fde7-4b79-b9be-d5a389f28053.json,docent-transcript-export,1,1,72,71,0,145,,,,0
data\gpt5_2_codex\trajectories\3638e555-65b6-483f-9c0c-84b4b2d687e6.json,docent-transcript-export,1,1,39,38,0,79,,,,0
data\gpt5_2_codex\trajectories\365430af-6914-4359-8373-d0a2f328c78d.json,docent-transcript-export,1,1,56,55,0,113,,,,0
data\gpt5_2_codex\trajectories\38fd100b-5eef-4391-add3-cbd0169dbcd5.json,docent-transcript-export,1,1,21,20,0,43,,,,0
data\gpt5_2_codex\trajectories\39513418-924a-407c-b5a6-a6c76606643c.json,docent-transcript-export,1,1,13,20,0,35,,,,0
data\gpt5_2_codex\trajectories\399c350b-2f3a-4c9c-b25e-b6881f446bf4.json,docent-transcript-export,1,1,56,55,0,113,,,,0
data\gpt5_2_codex\trajectories\3a019ae0-f3be-483d-a5a5-0c217a2bd15f.json,docent-transcript-export,1,1,38,37,0,77,,,,0
data\gpt5_2_codex\trajectories\3a0c2934-2ed6-4425-9542-1c8fe8da06e5.json,docent-transcript-export,1,1,26,25,0,53,,,,0
data\gpt5_2_codex\trajectories\3a298893-952d-4793-b3d8-a8d4e05c4282.json,docent-transcript-export,1,1,20,19,0,41,,,,0
data\gpt5_2_codex\trajectories\3ba706e8-4252-4141-9fed-293c8d049223.json,docent-transcript-export,1,1,17,16,0,35,,,,0
data\gpt5_2_codex\trajectories\3bb13edf-25a6-4d97-9b17-4ba2f142cf6f.json,docent-transcript-export,1,1,40,39,0,81,,,,0
data\gpt5_2_codex\trajectories\3bee62cd-0172-4d0a-b66a-5c24a13ec9c1.json,docent-transcript-export,1,1,28,27,0,57,,,,0
data\gpt5_2_codex\trajectories\3c423b07-a632-4b38-8c95-7d1799e6892f.json,docent-transcript-export,1,1,12,18,0,32,,,,0
data\gpt5_2_codex\trajectories\3cea7a09-b640-441b-860e-954d8effee57.json,docent-transcript-export,1,1,29,28,0,59,,,,0
data\gpt5_2_codex\trajectories\3d716692-b725-4fac-b2d5-a25c92d6084e.json,docent-transcript-export,1,1,32,31,0,65,,,,0
data\gpt5_2_codex\trajectories\3dd5d0f8-d592-4110-bd02-36ff7d7195ed.json,docent-transcript-export,1,1,55,60,0,117,,,,0
data\gpt5_2_codex\trajectories\3ddd10e8-959a-4387-8e87-43eeeb851865.json,docent-transcript-export,1,1,24,23,0,49,,,,0
data\gpt5_2_codex\trajectories\3e28d00c-a58a-4893-af30-04e80949c31f.json,docent-transcript-export,1,1,18,17,0,37,,,,0
data\gpt5_2_codex\trajectories\3f78b2a2-2619-409b-90bb-795f32bb9768.json,docent-transcript-export,1,1,39,38,0,79,,,,0
data\gpt5_2_codex\trajectories\3fa4118a-3085-41b1-97d7-2402aba74203.json,docent-transcript-export,1,1,26,31,0,59,,,,0
data\gpt5_2_codex\trajectories\400724c1-e26a-4258-be49-fd77d8a2ce2f.json,docent-transcript-export,1,1,21,20,0,43,,,,0
data\gpt5_2_codex\trajectories\40765da7-5296-4d91-8722-4e644ad91b29.json,docent-transcript-export,1,1,20,19,0,41,,,,0
data\gpt5_2_codex\trajectories\408ba061-1bdc-4a93-a865-ac65a917630f.json,docent-transcript-export,1,1,49,70,0,121,,,,0
data\gpt5_2_codex\trajectories\40a0d988-8efa-4cbe-9cf4-e8893d8c75f5.json,docent-transcript-export,1,1,37,36,0,75,,,,0
data\gpt5_2_codex\trajectories\40a2beaf-aeb5-44ad-95e5-5646f526ff99.json,docent-transcript-export,1,1,84,83,0,169,,,,0
data\gpt5_2_codex\trajectories\40af5b5e-e3bb-4efc-9579-b7e67c999c4f.json,docent-transcript-export,1,1,63,62,0,127,,,,0
data\gpt5_2_codex\trajectories\40bed7b6-f874-4274-a392-90ddcf8584ba.json,docent-transcript-export,1,1,43,42,0,87,,,,0
data\gpt5_2_codex\trajectories\40cf43db-d2a3-4f37-9ad7-c67c28a8bbcf.json,docent-transcript-export,1,1,21,20,0,43,,,,0
data\gpt5_2_codex\trajectories\40ea8ac3-250c-4067-a5d2-f3fd86b0b492.json,docent-transcript-export,1,1,38,37,0,77,,,,0
data\gpt5_2_codex\trajectories\417cd1d8-49bf-4ada-9033-395403c43550.json,docent-transcript-export,1,1,30,35,0,67,,,,0
data\gpt5_2_codex\trajectories\417db333-72d5-4b78-a068-9d74da3d1683.json,docent-transcript-export,1,1,36,35,0,73,,,,0
data\gpt5_2_codex\trajectories\41e384af-e299-4230-a88d-c8e0c7582bb0.json,docent-transcript-export,1,1,23,22,0,47,,,,0
data\gpt5_2_codex\trajectories\4282977a-bfb2-4f8d-8f0a-02286ba796c7.json,docent-transcript-export,1,1,18,17,0,37,,,,0
data\gpt5_2_codex\trajectories\431c1207-e12b-436c-a839-22b6a7d8a025.json,docent-transcript-export,1,1,24,32,0,58,,,,0
data\gpt5_2_codex\trajectories\44659529-6eea-4aa8-9bab-55818051a26c.json,docent-transcript-export,1,1,51,50,0,103,,,,0
data\gpt5_2_codex\trajectories\4480f1a8-cd67-4871-bcb7-23c9151c1674.json,docent-transcript-export,1,1,32,39,0,73,,,,0
data\gpt5_2_codex\trajectories\4501fcd7-dd88-4f4f-aa70-c22b8a5eaad0.json,docent-transcript-export,1,1,23,26,0,51,,,,0
data\gpt5_2_codex\trajectories\46013741-ba37-4105-8a61-5117bfa83ca8.json,docent-transcript-export,1,1,27,26,0,55,,,,0
data\gpt5_2_codex\trajectories\467a55c8-ad14-49ca-8930-456a2633818e.json,docent-transcript-export,1,1,32,31,0,65,,,,0
data\gpt5_2_codex\trajectories\46f81209-5dc5-4b78-9019-75b3473922c4.json,docent-transcript-export,1,1,70,69,0,141,,,,0
data\gpt5_2_codex\trajectories\4704b9ea-644b-4177-a011-425692dbff41.json,docent-transcript-export,1,1,15,18,0,35,,,,0
data\gpt5_2_codex\trajectories\47099fa5-6e31-4a5b-8302-3b63d378d951.json,docent-transcript-export,1,1,23,22,0,47,,,,0
data\gpt5_2_codex\trajectories\470fed37-7edf-43eb-88a7-cb5b79a06cd3.json,docent-transcript-export,1,1,24,35,0,61,,,,0
data\gpt5_2_codex\trajectories\48575354-56ca-4b01-9ede-5704d93893fe.json,docent-transcript-export,1,1,45,44,0,91,,,,0
data\gpt5_2_codex\trajectories\48ae9ac5-d860-459e-a8b5-7d3e04edbec3.json,docent-transcript-export,1,1,69,92,0,163,,,,0
data\gpt5_2_codex\trajectories\48e9c779-8514-4415-a3f0-707aa0014d11.json,docent-transcript-export,1,1,25,24,0,51,,,,0
data\gpt5_2_codex\trajectories\4956ff45-a16f-4b8d-9a59-d7c4af238422.json,docent-transcript-export,1,1,56,55,0,113,,,,0
data\gpt5_2_codex\trajectories\4a593526-b1cf-41ac-a02f-d3f43d874141.json,docent-transcript-export,1,1,64,63,0,129,,,,0
data\gpt5_2_codex\trajectories\4a61cee4-757e-40e9-b11c-d4f41435b59e.json,docent-transcript-export,1,1,41,50,0,93,,,,0
data\gpt5_2_codex\trajectories\4a68eb38-f4ba-4b93-b35b-de87d34861c7.json,docent-transcript-export,1,1,41,40,0,83,,,,0
data\gpt5_2_codex\trajectories\4b1198ba-b8ac-487e-9d48-51f560543d88.json,docent-transcript-export,1,1,21,20,0,43,,,,0
data\gpt5_2_codex\trajectories\4b6f1fc3-ceec-4771-8c41-f75e92b22c87.json,docent-transcript-export,1,1,20,29,0,51,,,,0
data\gpt5_2_codex\trajectories\4c575cf2-359f-4bbf-8bd8-ba3aff1bd860.json,docent-transcript-export,1,1,47,51,0,100,,,,0
data\gpt5_2_codex\trajectories\4ca8b635-2f6f-4483-bbf1-6e9a38d19bd7.json,docent-transcript-export,1,1,55,79,0,136,,,,0
data\gpt5_2_codex\trajectories\4cb071e2-bdbc-4eec-a3b6-efb8970178e7.json,docent-transcript-export,1,1,26,25,0,53,,,,0
data\gpt5_2_codex\trajectories\4dfca2c0-ebd5-48df-b117-79d62d935aad.json,docent-transcript-export,1,1,29,36,0,67,,,,0
data\gpt5_2_codex\trajectories\4e5cde6c-7a5d-424d-aa0d-07ec35ac83a5.json,docent-transcript-export,1,1,18,17,0,37,,,,0
data\gpt5_2_codex\trajectories\4e8e1024-98b8-40b1-9797-5e6ab31889c8.json,docent-transcript-export,1,1,18,17,0,37,,,,0
data\gpt5_2_codex\trajectories\4f2a0a45-1c28-4db0-b2c2-70b075bedfb8.json,docent-transcript-export,1,1,25,24,0,51,,,,0
data\gpt5_2_codex\trajectories\4f35c163-70a8-48c2-a7a4-6c25ca54b085.json,docent-transcript-export,1,1,14,13,0,29,,,,0
data\gpt5_2_codex\trajectories\4f7688b2-4dfc-46cd-a431-2403008f212e.json,docent-transcript-export,1,1,14,21,0,37,,,,0
data\gpt5_2_codex\trajectories\4f958a30-e502-4002-b8c5-089bd01606e3.json,docent-transcript-export,1,2,43,56,0,102,,,,0
data\gpt5_2_codex\trajectories\4fb136be-bad1-42fc-970f-8879fb4aa972.json,docent-transcript-export,1,1,20,31,0,53,,,,0
data\gpt5_2_codex\trajectories\5177c8e4-5034-4b1a-8c32-6d2bcbcbd290.json,docent-transcript-export,1,1,26,25,0,53,,,,0
data\gpt5_2_codex\trajectories\51df9d15-a42a-488c-b206-6d68b47f3fd0.json,docent-transcript-export,1,1,34,33,0,69,,,,0
data\gpt5_2_codex\trajectories\5207589b-d573-4164-bab3-a83cd37a18df.json,docent-transcript-export,1,1,34,33,0,69,,,,0
data\gpt5_2_codex\trajectories\520eb948-fb83-4bcf-8aa9-6893327f9cb2.json,docent-transcript-export,1,1,52,51,0,105,,,,0
data\gpt5_2_codex\trajectories\52c64590-728f-4009-82c7-a20df43435e0.json,docent-transcript-export,1,1,15,14,0,31,,,,0
data\gpt5_2_codex\trajectories\533fdc92-b6df-467b-8e34-ac5c1424f1be.json,docent-transcript-export,1,1,48,47,0,97,,,,0
data\gpt5_2_codex\trajectories\5365a2dd-0dde-4640-89cc-72e866d3e340.json,docent-transcript-export,1,1,22,27,0,51,,,,0
data\gpt5_2_codex\trajectories\53e902f2-269c-4364-ae8b-8486eaa559f3.json,docent-transcript-export,1,1,26,25,0,53,,,,0
data\gpt5_2_codex\trajectories\541174f1-aa4b-4c73-80b5-ad9eaf859b50.json,docent-transcript-export,1,1,18,17,0,37,,,,0
data\gpt5_2_codex\trajectories\54788121-2e45-49d4-98e2-a07a304dbcc1.json,docent-transcript-export,1,1,23,22,0,47,,,,0
